rocket,minirocket,multirocket
215.82773991818107,179.95072479257095,206.04509106465142
36.292426718965295,35.16133601156276,35.59829838218842
66.09940251960013,60.95450642772583,63.2639111843146
98.52575351567918,95.43264386294635,97.74728554369531
0.04501219826973478,0.04691249842256538,0.04175454000721647
44.63997817717942,44.72780134453591,44.56527958445152
0.014198908259897844,0.006495131256237865,0.008419810308869385
0.008481160537132987,0.01001973298438197,0.008043091042827097
0.018567890734653945,0.00929697730904392,0.01060227123358372
2.5798196437246546,2.5543190141393195,2.2251527969380747
0.8918481366632233,0.8290389720834961,0.8341324011883752
0.14675524424701178,0.14651124604657417,0.14675538986931858
0.14216605117290426,0.1420179808982671,0.14202265732642885
3.5024391472357927,3.3378798222146586,5.640109866554957
9.02359612548504,11.154131734064869,14.1138289273371
5.15662161543024,5.094799968589888,4.809722290076671
29.210283535742388,31.92048875686733,44.16111843707621
4.412452573825847,4.394191538928631,4.246961109448269
288.11809719729683,259.5314859810964,294.6717383980653
54.67079997950088,51.76718697489828,54.625571415181504
0.3457783492147426,0.3394772855320825,0.3647003578669967
0.2332842643143945,0.22808656394364182,0.22643259696378515
2.760310447809187,2.0543199392707256,1.9657640524507312
1912.0484605402264,1884.7322727809928,1970.1339685845046
0.30575527317657675,0.3044633116681592,0.29797605309626934
1739.1785330957123,1703.0758870077393,1117.6884139370172
1.8591625218710244,1.8049889326112036,1.8957645909630843
0.011654907947129662,0.01619326091623416,0.014260077180244192
1.5947905875254655,1.145533443710004,1.1331092384862689
2.7369627395992175,2.4164065908792907,2.7816717432395945
6.890409947582768,5.975624641595748,6.388561460861066
554.9158329967769,561.1029306829572,558.6770254121413
6.203198202742958,5.499805783825176,5.772510432704119
0.23670111191550025,0.22739827160742035,0.22601525743845927
0.19576297627854972,0.20457810250076439,0.2330992433692923
0.19536895505482368,0.18786172717416058,0.20985158086042624
1198.6608504608603,1187.93987436445,1232.1623404407587
67.95539223348416,67.25262636101955,71.2504790938632
1.3459075009044288,1.3144773838185784,1.3201927341946051
8.407033104570775,8.400052536171167,8.53528587398002
179.40761022230697,161.5705534827104,193.23189948959984
91.53186785612357,85.84779652735295,85.34650951082867
0.5466617782908916,0.5247772406145556,0.5295865039462719
551.4617755686919,549.3993942748577,546.825739401295
0.05337689997997712,0.05323395183164824,0.053310384463164204
87.69137488979773,76.17641313215641,79.60505326402257
0.14651100651199966,0.12989764678772314,0.13556922085944
20.448612543410572,17.45266583946996,24.785857097560488
201.1970718821199,171.96525031315204,185.38559833345656
0.4600466498268888,0.46732046670961025,0.4575015798805738
50.78950216214223,35.27637122836589,36.44954729173229
258.2887554095934,334.1130558080568,239.31385839304738
0.6328944033313291,0.6262133449330096,0.6320158568136044
31458.04514953238,31754.549026260105,32480.29785288981
343.3541606526654,338.7853883497578,335.42545744139477
1210.7404157911512,1218.1654003298802,1214.0983359668971
0.6611488148884593,0.6506649519666663,0.640838504923556
15.503261226857243,15.617279756197311,15.274526647509257
122.65613792644285,133.50503092926226,124.31580239090373
1.9919771311476915,2.0887346335728556,2.0400284579679204
